,surface_total_in_m2,rooms,price,NS
48028,35.0,1.0,58000.0,18
60486,30.0,1.0,38000.0,18
72808,40.0,1.0,123000.0,18
75048,44.0,1.0,125000.0,18
90426,37.0,1.0,92999.0,18
91625,35.0,1.0,104999.0,18
98106,30.0,1.0,85000.0,18
99131,30.0,1.0,65000.0,18
99805,31.0,1.0,96000.0,18
121675,23.0,1.0,40000.0,18
122727,31.0,1.0,96000.0,18
144833,38.0,1.0,79000.0,18
150343,33.0,1.0,120000.0,18
150713,35.0,1.0,120000.0,18
162165,31.0,1.0,90000.0,18
163086,28.0,1.0,65000.0,18
170103,18.0,1.0,28000.0,18
44901,44.0,2.0,69500.0,18
70030,65.0,2.0,98700.0,18
70966,57.0,2.0,116000.0,18
90355,60.0,2.0,179999.0,18
90367,110.0,2.0,199999.0,18
90415,110.0,2.0,179999.0,18
92628,44.0,2.0,105000.0,18
94430,52.0,2.0,150000.0,18
125538,79.0,2.0,182000.0,18
126905,54.0,2.0,140000.0,18
143562,33.0,2.0,69000.0,18
152664,40.0,2.0,110000.0,18
158097,73.0,2.0,168000.0,18
158679,84.0,2.0,159000.0,18
166174,47.0,2.0,145000.0,18
41446,67.0,3.0,143000.0,18
44899,58.0,3.0,111500.0,18
51066,60.0,3.0,112000.0,18
65911,54.0,3.0,92000.0,18
81515,102.0,3.0,180000.0,18
84053,130.0,3.0,160000.0,18
86054,56.0,3.0,118000.0,18
101572,78.0,3.0,129500.0,18
101577,78.0,3.0,129500.0,18
103407,74.0,3.0,175000.0,18
131914,86.0,3.0,190000.0,18
133009,74.0,3.0,185000.0,18
141830,86.0,3.0,165000.0,18
142357,58.0,3.0,165000.0,18
142376,78.0,3.0,180000.0,18
158718,170.0,3.0,165000.0,18
160604,85.0,3.0,245000.0,18
160608,85.0,3.0,245000.0,18
160988,58.0,3.0,139500.0,18
163863,90.0,3.0,169000.0,18
164178,85.0,3.0,195000.0,18
165066,65.0,3.0,169000.0,18
169537,90.0,3.0,190000.0,18
169538,90.0,3.0,190000.0,18
172802,55.0,3.0,127000.0,18
172811,100.0,3.0,190000.0,18
172812,67.0,3.0,132000.0,18
173784,67.0,3.0,132000.0,18
173786,55.0,3.0,127000.0,18
173793,100.0,3.0,190000.0,18
173797,55.0,3.0,127000.0,18
173802,67.0,3.0,132000.0,18
173804,100.0,3.0,190000.0,18
173812,55.0,3.0,127000.0,18
176425,50.0,3.0,90000.0,18
178486,58.0,3.0,139500.0,18
25001,320.0,4.0,790000.0,18
28089,12.0,4.0,335000.0,18
36258,87.0,4.0,135000.0,18
48027,79.0,4.0,150000.0,18
84685,64.0,4.0,110000.0,18
123586,76.0,4.0,220000.0,18
136047,74.0,4.0,180000.0,18
140831,106.0,4.0,280000.0,18
144411,162.0,4.0,235000.0,18
147491,99.0,4.0,150000.0,18
151452,77.0,4.0,140000.0,18
160920,90.0,4.0,180000.0,18
164879,80.0,4.0,215000.0,18
168209,124.0,4.0,510000.0,18
177354,128.0,4.0,189000.0,18
41386,120.0,5.0,205000.0,18
59271,200.0,5.0,376000.0,18
125952,104.0,5.0,229000.0,18
152661,105.0,5.0,150000.0,18
4734,33.0,1.0,78000.0,34
4736,37.0,1.0,85000.0,34
7754,47.0,1.0,85000.0,34
63047,32.0,1.0,81000.0,34
130306,32.0,1.0,61500.0,34
130309,41.0,1.0,66500.0,34
130310,42.0,1.0,65000.0,34
130311,40.0,1.0,70000.0,34
130312,42.0,1.0,67000.0,34
144904,42.0,1.0,99000.0,34
175646,36.0,1.0,69595.0,34
69739,156.0,2.0,169000.0,34
74677,64.0,2.0,134640.0,34
96243,57.0,2.0,144000.0,34
102303,39.0,2.0,125000.0,34
158099,128.0,2.0,425000.0,34
164727,50.0,2.0,126480.0,34
164728,70.0,2.0,145860.0,34
164729,64.0,2.0,134640.0,34
164876,64.0,2.0,134640.0,34
171493,50.0,2.0,126480.0,34
173331,40.0,2.0,110000.0,34
75352,108.0,3.0,225000.0,34
96244,74.0,3.0,204000.0,34
103234,69.0,3.0,163000.0,34
132069,189.0,3.0,284900.0,34
134924,218.0,3.0,185000.0,34
153750,104.0,3.0,166000.0,34
158084,93.0,3.0,230000.0,34
158255,231.0,3.0,365000.0,34
164204,95.0,3.0,215000.0,34
164412,218.0,3.0,185000.0,34
165446,60.0,3.0,120000.0,34
171351,55.0,3.0,145000.0,34
178411,80.0,3.0,168000.0,34
17099,97.0,4.0,255000.0,34
84922,186.0,4.0,415000.0,34
97958,117.0,4.0,250000.0,34
158093,195.0,4.0,545000.0,34
89006,263.0,6.0,495000.0,34
170355,193.0,6.0,350000.0,34
5033,33.0,1.0,74000.0,28
5034,33.0,1.0,74000.0,28
5035,33.0,1.0,76000.0,28
8420,41.0,1.0,115260.0,28
8421,41.0,1.0,102438.0,28
8424,38.0,1.0,120861.0,28
8430,38.0,1.0,120861.0,28
14637,39.0,1.0,89700.0,28
14638,29.0,1.0,66700.0,28
14639,46.0,1.0,105800.0,28
15642,59.0,1.0,124028.0,28
15663,41.0,1.0,78800.0,28
15677,36.0,1.0,82000.0,28
21982,39.0,1.0,110000.0,28
22848,38.0,1.0,123000.0,28
22849,38.0,1.0,121000.0,28
22850,38.0,1.0,123000.0,28
25939,26.0,1.0,67000.0,28
26213,47.0,1.0,135000.0,28
26791,60.0,1.0,99000.0,28
27287,44.0,1.0,130000.0,28
27288,46.0,1.0,135750.0,28
27290,46.0,1.0,134000.0,28
27291,42.0,1.0,125000.0,28
27292,42.0,1.0,121500.0,28
28515,44.0,1.0,125000.0,28
31082,29.0,1.0,1211300.0,28
31083,29.0,1.0,1211300.0,28
32326,48.0,1.0,120000.0,28
33355,38.0,1.0,49000.0,28
34685,30.0,1.0,69000.0,28
34768,45.0,1.0,93000.0,28
34987,30.0,1.0,75000.0,28
34988,40.0,1.0,108500.0,28
34989,48.0,1.0,122000.0,28
34990,41.0,1.0,96000.0,28
35681,41.0,1.0,158000.0,28
37778,35.0,1.0,135000.0,28
39343,31.0,1.0,780900.0,28
39347,30.0,1.0,602000.0,28
39350,30.0,1.0,602000.0,28
39353,31.0,1.0,780900.0,28
39368,30.0,1.0,601500.0,28
39376,30.0,1.0,601500.0,28
39382,31.0,1.0,678900.0,28
39401,34.0,1.0,789700.0,28
39406,33.0,1.0,785900.0,28
39423,33.0,1.0,585000.0,28
39428,34.0,1.0,789700.0,28
39430,33.0,1.0,785900.0,28
39442,33.0,1.0,602000.0,28
39450,33.0,1.0,785900.0,28
39458,33.0,1.0,690900.0,28
39473,33.0,1.0,587900.0,28
39492,35.0,1.0,602300.0,28
39494,31.0,1.0,615000.0,28
39503,35.0,1.0,668000.0,28
39505,31.0,1.0,715000.0,28
39541,41.0,1.0,899000.0,28
39543,41.0,1.0,999900.0,28
39562,33.0,1.0,611000.0,28
39702,28.0,1.0,45000.0,28
39990,37.0,1.0,99809.0,28
40113,37.0,1.0,101658.0,28
40114,37.0,1.0,101658.0,28
41685,51.0,1.0,117700.0,28
41686,51.0,1.0,117700.0,28
42772,34.0,1.0,110000.0,28
43670,30.0,1.0,69800.0,28
45490,34.0,1.0,83000.0,28
46119,36.0,1.0,130000.0,28
46314,38.0,1.0,136458.0,28
46315,38.0,1.0,136458.0,28
46398,34.0,1.0,75500.0,28
46473,24.0,1.0,71700.0,28
46474,29.0,1.0,83400.0,28
47249,58.0,1.0,131100.0,28
49310,38.0,1.0,85000.0,28
49809,39.0,1.0,85000.0,28
50348,24.0,1.0,62000.0,28
50417,57.0,1.0,102900.0,28
52415,30.0,1.0,72000.0,28
57300,40.0,1.0,83000.0,28
58584,56.0,1.0,130000.0,28
60528,240.0,1.0,190000.0,28
60544,265.0,1.0,230000.0,28
62781,32.0,1.0,85000.0,28
66373,35.0,1.0,94000.0,28
68233,41.0,1.0,130000.0,28
68661,47.0,1.0,126000.0,28
74232,34.0,1.0,83000.0,28
74233,34.0,1.0,93700.0,28
74234,37.0,1.0,90300.0,28
74235,67.0,1.0,163000.0,28
74236,48.0,1.0,120500.0,28
74237,34.0,1.0,90300.0,28
74238,34.0,1.0,85000.0,28
74742,41.0,1.0,89000.0,28
75382,34.0,1.0,89500.0,28
75383,37.0,1.0,89500.0,28
75384,34.0,1.0,91500.0,28
75385,37.0,1.0,87000.0,28
76394,21.0,1.0,49900.0,28
77030,34.0,1.0,87941.0,28
77577,25.0,1.0,48000.0,28
78034,40.0,1.0,135000.0,28
78035,40.0,1.0,164000.0,28
78700,45.0,1.0,115000.0,28
79271,33.0,1.0,100000.0,28
80436,22.0,1.0,60000.0,28
80588,47.0,1.0,128000.0,28
82556,47.0,1.0,126000.0,28
83888,38.0,1.0,87000.0,28
88021,38.0,1.0,99000.0,28
88826,22.0,1.0,65000.0,28
89736,150.0,1.0,300000.0,28
90425,37.0,1.0,92999.0,28
90924,33.0,1.0,83999.0,28
90927,33.0,1.0,86500.0,28
90989,35.0,1.0,92999.0,28
91221,33.0,1.0,87999.0,28
91223,33.0,1.0,92999.0,28
91270,45.0,1.0,107000.0,28
92091,35.0,1.0,94999.0,28
92166,45.0,1.0,115000.0,28
93717,38.0,1.0,79000.0,28
95441,51.0,1.0,125000.0,28
95442,44.0,1.0,125000.0,28
95554,35.0,1.0,90000.0,28
98174,36.0,1.0,91500.0,28
98810,30.0,1.0,130000.0,28
99022,32.0,1.0,95000.0,28
99355,32.0,1.0,73900.0,28
100180,38.0,1.0,125000.0,28
118839,29.0,1.0,109800.0,28
120084,35.0,1.0,110000.0,28
121053,28.0,1.0,78000.0,28
121448,30.0,1.0,74000.0,28
121560,36.0,1.0,107000.0,28
123276,36.0,1.0,82000.0,28
126848,53.0,1.0,115000.0,28
127422,34.0,1.0,90000.0,28
128936,41.0,1.0,120000.0,28
132102,47.0,1.0,98000.0,28
132228,45.0,1.0,119000.0,28
132252,41.0,1.0,98000.0,28
132973,41.0,1.0,120000.0,28
133115,39.0,1.0,78000.0,28
133168,38.0,1.0,84000.0,28
133170,39.0,1.0,86000.0,28
133173,39.0,1.0,86000.0,28
133184,38.0,1.0,84000.0,28
133185,38.0,1.0,84000.0,28
133189,39.0,1.0,86000.0,28
133192,39.0,1.0,86000.0,28
133196,42.0,1.0,120000.0,28
133197,39.0,1.0,86000.0,28
133199,39.0,1.0,86000.0,28
133639,24.0,1.0,75000.0,28
133795,35.0,1.0,105000.0,28
134160,37.0,1.0,93000.0,28
134164,37.0,1.0,93000.0,28
134176,38.0,1.0,95000.0,28
134178,39.0,1.0,98000.0,28
134181,39.0,1.0,98000.0,28
134185,39.0,1.0,98000.0,28
134190,39.0,1.0,98000.0,28
134192,38.0,1.0,95000.0,28
134197,43.0,1.0,107500.0,28
134199,43.0,1.0,107500.0,28
134217,38.0,1.0,95000.0,28
134219,39.0,1.0,98000.0,28
134221,39.0,1.0,98000.0,28
134225,39.0,1.0,98000.0,28
134227,39.0,1.0,98000.0,28
134233,37.0,1.0,82000.0,28
134333,35.0,1.0,99000.0,28
134372,33.0,1.0,89000.0,28
134831,22.0,1.0,105000.0,28
135473,27.0,1.0,67000.0,28
136797,51.0,1.0,110000.0,28
137024,20.0,1.0,59000.0,28
137879,22.0,1.0,55000.0,28
138966,28.0,1.0,90000.0,28
139299,33.0,1.0,118000.0,28
139900,35.0,1.0,83975.0,28
140515,43.0,1.0,90000.0,28
142827,41.0,1.0,122000.0,28
142828,41.0,1.0,125000.0,28
143373,30.0,1.0,93910.0,28
143374,38.0,1.0,121350.0,28
144862,30.0,1.0,95449.0,28
145829,41.0,1.0,98000.0,28
146555,25.0,1.0,74500.0,28
147505,29.0,1.0,78000.0,28
147952,41.0,1.0,105000.0,28
148211,38.0,1.0,120000.0,28
148694,26.0,1.0,85000.0,28
148834,40.0,1.0,80000.0,28
149418,34.0,1.0,89500.0,28
151568,33.0,1.0,90000.0,28
151663,18.0,1.0,55000.0,28
151741,33.0,1.0,79000.0,28
152128,30.0,1.0,80000.0,28
153001,34.0,1.0,74000.0,28
153002,34.0,1.0,72000.0,28
153071,38.0,1.0,97000.0,28
153072,33.0,1.0,86000.0,28
153073,46.0,1.0,132000.0,28
153154,62.0,1.0,124900.0,28
154922,56.0,1.0,119000.0,28
155456,68.0,1.0,119000.0,28
155457,58.0,1.0,115000.0,28
156258,51.0,1.0,122923.0,28
156650,101.0,1.0,99000.0,28
157118,46.0,1.0,113731.0,28
158240,31.0,1.0,70000.0,28
158245,28.0,1.0,65000.0,28
159018,36.0,1.0,89000.0,28
159059,18.0,1.0,50000.0,28
159905,36.0,1.0,110000.0,28
161842,35.0,1.0,89000.0,28
162114,37.0,1.0,97000.0,28
162346,42.0,1.0,86000.0,28
164077,21.0,1.0,11400.0,28
164079,32.0,1.0,18000.0,28
164713,32.0,1.0,57500.0,28
164724,30.0,1.0,75000.0,28
165534,36.0,1.0,101656.0,28
165847,40.0,1.0,105000.0,28
167339,32.0,1.0,93000.0,28
167471,40.0,1.0,110000.0,28
167660,41.0,1.0,100000.0,28
168152,40.0,1.0,130000.0,28
168302,36.0,1.0,105000.0,28
169389,40.0,1.0,100000.0,28
170232,36.0,1.0,95000.0,28
171111,40.0,1.0,100000.0,28
172436,32.0,1.0,73600.0,28
173108,50.0,1.0,133851.0,28
173544,37.0,1.0,115000.0,28
173817,41.0,1.0,115000.0,28
173818,41.0,1.0,115000.0,28
173850,41.0,1.0,160000.0,28
176075,35.0,1.0,75000.0,28
179433,23.0,1.0,72000.0,28
3724,53.0,2.0,117700.0,28
8414,123.0,2.0,222752.0,28
8419,65.0,2.0,205021.0,28
8422,65.0,2.0,202991.0,28
8423,65.0,2.0,202991.0,28
10338,99.0,2.0,199541.0,28
13804,50.0,2.0,112700.0,28
15673,65.0,2.0,122000.0,28
18196,33.0,2.0,82000.0,28
22834,52.0,2.0,145000.0,28
22835,52.0,2.0,160000.0,28
22836,52.0,2.0,162000.0,28
22837,52.0,2.0,162000.0,28
22853,52.0,2.0,142000.0,28
25531,76.0,2.0,243200.0,28
25769,23.0,2.0,69000.0,28
25770,23.0,2.0,69000.0,28
26214,52.0,2.0,129500.0,28
26215,52.0,2.0,145000.0,28
26216,52.0,2.0,142000.0,28
26313,36.0,2.0,120000.0,28
27395,53.0,2.0,115000.0,28
28180,49.0,2.0,138500.0,28
28255,66.0,2.0,204600.0,28
28308,90.0,2.0,195000.0,28
28492,44.0,2.0,115000.0,28
31611,59.0,2.0,182900.0,28
31613,59.0,2.0,188800.0,28
31614,51.0,2.0,163200.0,28
35686,55.0,2.0,187000.0,28
36454,46.0,2.0,130000.0,28
37869,35.0,2.0,59000.0,28
38741,43.0,2.0,236500.0,28
38842,43.0,2.0,678200.0,28
41684,56.0,2.0,138000.0,28
43568,50.0,2.0,95000.0,28
43671,46.0,2.0,132000.0,28
45403,31.0,2.0,1699000.0,28
45487,55.0,2.0,2269695.0,28
46061,35.0,2.0,83000.0,28
46399,54.0,2.0,117700.0,28
46400,71.0,2.0,147000.0,28
46480,35.0,2.0,83000.0,28
48442,55.0,2.0,124000.0,28
51560,76.0,2.0,140000.0,28
51915,50.0,2.0,112700.0,28
52086,34.0,2.0,72000.0,28
57306,54.0,2.0,120000.0,28
59171,37.0,2.0,125000.0,28
59266,62.0,2.0,185000.0,28
59701,51.0,2.0,139900.0,28
61416,54.0,2.0,140000.0,28
62097,52.0,2.0,150000.0,28
66094,56.0,2.0,120000.0,28
66371,31.0,2.0,85000.0,28
70456,68.0,2.0,189000.0,28
71448,59.0,2.0,112000.0,28
72060,80.0,2.0,160000.0,28
72764,32.0,2.0,180000.0,28
74470,47.0,2.0,159000.0,28
77100,44.0,2.0,118500.0,28
77272,45.0,2.0,120000.0,28
78653,54.0,2.0,166000.0,28
78752,29.0,2.0,68000.0,28
80587,50.0,2.0,139900.0,28
83087,41.0,2.0,120000.0,28
83643,60.0,2.0,115000.0,28
87833,50.0,2.0,140000.0,28
87921,52.0,2.0,115000.0,28
88755,65.0,2.0,2931500.0,28
88756,65.0,2.0,3107390.0,28
88757,65.0,2.0,3166020.0,28
88758,65.0,2.0,3224650.0,28
88759,65.0,2.0,3341910.0,28
88760,65.0,2.0,3371225.0,28
88761,61.0,2.0,2751100.0,28
88762,61.0,2.0,2916166.0,28
88763,61.0,2.0,2971188.0,28
88764,61.0,2.0,3026210.0,28
88765,61.0,2.0,3136254.0,28
88766,61.0,2.0,3163765.0,28
88767,70.0,2.0,3157000.0,28
88768,70.0,2.0,3346420.0,28
88769,70.0,2.0,3409560.0,28
88770,70.0,2.0,3472700.0,28
88771,70.0,2.0,3598980.0,28
88772,70.0,2.0,3630550.0,28
88773,59.0,2.0,2660900.0,28
88774,59.0,2.0,2714118.0,28
88775,59.0,2.0,2820554.0,28
88776,59.0,2.0,2873772.0,28
88777,59.0,2.0,2926990.0,28
88778,59.0,2.0,3033426.0,28
88779,59.0,2.0,3060035.0,28
88780,56.0,2.0,2525600.0,28
88781,56.0,2.0,2576112.0,28
88782,56.0,2.0,2677136.0,28
88783,56.0,2.0,2727648.0,28
88784,56.0,2.0,2778160.0,28
88785,56.0,2.0,2879184.0,28
88786,56.0,2.0,2904440.0,28
88787,71.0,2.0,3202100.0,28
88788,71.0,2.0,3202100.0,28
88789,71.0,2.0,3330184.0,28
88790,71.0,2.0,3394226.0,28
88791,71.0,2.0,3458268.0,28
88792,71.0,2.0,3586352.0,28
88793,71.0,2.0,3618373.0,28
88807,67.0,2.0,3021700.0,28
88808,67.0,2.0,3021700.0,28
88809,67.0,2.0,3142568.0,28
88810,67.0,2.0,3203002.0,28
88811,67.0,2.0,3263436.0,28
88812,67.0,2.0,3384304.0,28
88813,67.0,2.0,3414521.0,28
88827,55.0,2.0,124000.0,28
88916,98.0,2.0,150000.0,28
90353,60.0,2.0,179999.0,28
90366,110.0,2.0,199999.0,28
90447,50.0,2.0,124999.0,28
90448,45.0,2.0,114999.0,28
90449,45.0,2.0,114999.0,28
90450,50.0,2.0,139999.0,28
90462,53.0,2.0,139999.0,28
90463,48.0,2.0,107999.0,28
90464,53.0,2.0,139999.0,28
90750,48.0,2.0,119999.0,28
90923,46.0,2.0,110999.0,28
90925,40.0,2.0,95999.0,28
90926,46.0,2.0,95999.0,28
91219,46.0,2.0,122999.0,28
91220,46.0,2.0,110999.0,28
91222,40.0,2.0,105999.0,28
91743,46.0,2.0,122999.0,28
91914,46.0,2.0,122999.0,28
93718,63.0,2.0,145000.0,28
98275,41.0,2.0,96000.0,28
99030,51.0,2.0,139900.0,28
101719,31.0,2.0,89000.0,28
103120,52.0,2.0,147500.0,28
103923,30.0,2.0,83000.0,28
103993,32.0,2.0,87000.0,28
120652,48.0,2.0,134999.0,28
120654,48.0,2.0,119999.0,28
120660,53.0,2.0,144999.0,28
121123,53.0,2.0,159999.0,28
121681,48.0,2.0,119999.0,28
121682,48.0,2.0,119999.0,28
121683,48.0,2.0,116999.0,28
121684,48.0,2.0,129999.0,28
123670,63.0,2.0,99000.0,28
125185,42.0,2.0,96000.0,28
125523,81.0,2.0,172000.0,28
126773,48.0,2.0,180000.0,28
127877,32.0,2.0,75000.0,28
127962,51.0,2.0,97398.0,28
128376,47.0,2.0,103000.0,28
128636,34.0,2.0,84000.0,28
129133,41.0,2.0,135900.0,28
130614,47.0,2.0,126000.0,28
130615,47.0,2.0,127000.0,28
130616,47.0,2.0,128000.0,28
131182,42.0,2.0,106000.0,28
132591,59.0,2.0,182900.0,28
132910,28.0,2.0,72000.0,28
133202,56.0,2.0,124000.0,28
133205,56.0,2.0,124000.0,28
134229,56.0,2.0,140000.0,28
134340,46.0,2.0,115900.0,28
134495,53.0,2.0,139999.0,28
135477,45.0,2.0,150000.0,28
135814,58.0,2.0,125000.0,28
136520,46.0,2.0,138000.0,28
139056,34.0,2.0,80000.0,28
139551,55.0,2.0,190000.0,28
139743,74.0,2.0,220000.0,28
139897,59.0,2.0,155000.0,28
139898,58.0,2.0,147000.0,28
139899,64.0,2.0,150235.0,28
139901,58.0,2.0,147800.0,28
140209,47.0,2.0,135000.0,28
141817,38.0,2.0,105000.0,28
142131,47.0,2.0,135000.0,28
142818,46.0,2.0,99000.0,28
144087,31.0,2.0,89000.0,28
144144,46.0,2.0,92000.0,28
144148,38.0,2.0,85500.0,28
145456,50.0,2.0,110000.0,28
145570,49.0,2.0,157000.0,28
145871,33.0,2.0,98000.0,28
146169,64.0,2.0,133000.0,28
146204,53.0,2.0,179000.0,28
146296,52.0,2.0,178000.0,28
146643,66.0,2.0,97000.0,28
147182,33.0,2.0,98000.0,28
147254,40.0,2.0,120000.0,28
147994,72.0,2.0,97000.0,28
148207,50.0,2.0,115000.0,28
148208,50.0,2.0,119000.0,28
148690,26.0,2.0,85000.0,28
148837,50.0,2.0,110000.0,28
149428,42.0,2.0,100000.0,28
149449,52.0,2.0,145000.0,28
150072,62.0,2.0,130000.0,28
150723,44.0,2.0,100000.0,28
151662,38.0,2.0,128000.0,28
151767,34.0,2.0,100000.0,28
153568,44.0,2.0,147000.0,28
153653,51.0,2.0,115000.0,28
154485,50.0,2.0,165000.0,28
154620,50.0,2.0,125000.0,28
154921,67.0,2.0,155000.0,28
155046,50.0,2.0,125000.0,28
157020,55.0,2.0,130000.0,28
157725,50.0,2.0,105000.0,28
157766,117.0,2.0,205000.0,28
157769,214.0,2.0,320000.0,28
157774,83.0,2.0,165000.0,28
158239,51.0,2.0,120000.0,28
158242,70.0,2.0,170000.0,28
158243,62.0,2.0,95000.0,28
158247,69.0,2.0,180000.0,28
158250,56.0,2.0,95000.0,28
158251,88.0,2.0,160000.0,28
158254,59.0,2.0,105000.0,28
160930,55.0,2.0,120000.0,28
162124,43.0,2.0,99000.0,28
162242,37.0,2.0,105000.0,28
162248,57.0,2.0,130000.0,28
162541,45.0,2.0,139000.0,28
162880,51.0,2.0,115000.0,28
163246,43.0,2.0,117000.0,28
163520,34.0,2.0,100000.0,28
163674,65.0,2.0,185000.0,28
163837,49.0,2.0,159000.0,28
163993,45.0,2.0,120000.0,28
164209,41.0,2.0,129500.0,28
164295,38.0,2.0,95000.0,28
164303,26.0,2.0,67500.0,28
164802,50.0,2.0,127000.0,28
164867,38.0,2.0,106000.0,28
164933,32.0,2.0,65000.0,28
164938,69.0,2.0,96500.0,28
165141,42.0,2.0,99000.0,28
165202,28.0,2.0,85000.0,28
167230,28.0,2.0,98000.0,28
167679,46.0,2.0,118000.0,28
167823,33.0,2.0,69000.0,28
167994,43.0,2.0,108000.0,28
168151,55.0,2.0,170000.0,28
168587,42.0,2.0,115000.0,28
168617,43.0,2.0,110000.0,28
170190,44.0,2.0,150000.0,28
171097,58.0,2.0,138000.0,28
171247,58.0,2.0,112000.0,28
171494,37.0,2.0,92000.0,28
172218,72.0,2.0,179000.0,28
172293,37.0,2.0,96000.0,28
172598,42.0,2.0,117000.0,28
173238,30.0,2.0,87000.0,28
175991,74.0,2.0,230000.0,28
176420,33.0,2.0,69000.0,28
176845,39.0,2.0,115000.0,28
177852,51.0,2.0,115000.0,28
178407,36.0,2.0,89000.0,28
8425,88.0,3.0,249841.0,28
8428,146.0,3.0,308577.0,28
8431,89.0,3.0,253244.0,28
8432,89.0,3.0,255776.0,28
13803,86.0,3.0,210349.0,28
13805,73.0,3.0,182523.0,28
14055,75.0,3.0,160000.0,28
15710,71.0,3.0,202375.0,28
15725,78.0,3.0,140000.0,28
15730,60.0,3.0,120000.0,28
15731,70.0,3.0,160000.0,28
15732,28.0,3.0,65000.0,28
20755,76.0,3.0,147000.0,28
22236,74.0,3.0,185112.0,28
22833,82.0,3.0,210000.0,28
24007,90.0,3.0,186000.0,28
24074,70.0,3.0,180000.0,28
24080,75.0,3.0,200000.0,28
24558,47.0,3.0,91000.0,28
25529,95.0,3.0,294500.0,28
25530,95.0,3.0,304000.0,28
25813,71.0,3.0,148000.0,28
25915,71.0,3.0,148000.0,28
26368,116.0,3.0,238000.0,28
28306,96.0,3.0,197000.0,28
28307,96.0,3.0,206000.0,28
28491,99.0,3.0,227054.0,28
29333,140.0,3.0,208000.0,28
30488,205.0,3.0,315000.0,28
30516,60.0,3.0,112000.0,28
30833,79.0,3.0,285000.0,28
33180,77.0,3.0,109000.0,28
34411,61.0,3.0,138000.0,28
36371,50.0,3.0,100000.0,28
37276,51.0,3.0,130000.0,28
38034,75.0,3.0,130000.0,28
39296,56.0,3.0,135000.0,28
42881,55.0,3.0,125000.0,28
44163,70.0,3.0,165000.0,28
45154,69.0,3.0,195000.0,28
45346,100.0,3.0,215000.0,28
47895,66.0,3.0,125000.0,28
50416,98.0,3.0,217900.0,28
51068,50.0,3.0,110000.0,28
52384,85.0,3.0,164900.0,28
57233,70.0,3.0,125000.0,28
59180,85.0,3.0,177900.0,28
59278,85.0,3.0,177900.0,28
59299,79.0,3.0,220000.0,28
63482,80.0,3.0,200000.0,28
63517,72.0,3.0,169000.0,28
66272,96.0,3.0,190000.0,28
66370,66.0,3.0,188000.0,28
66372,65.0,3.0,178000.0,28
66457,60.0,3.0,94000.0,28
66500,150.0,3.0,290000.0,28
67053,70.0,3.0,180000.0,28
68057,74.0,3.0,175000.0,28
68965,40.0,3.0,78000.0,28
69130,62.0,3.0,165000.0,28
70674,160.0,3.0,290000.0,28
73816,71.0,3.0,158000.0,28
74064,60.0,3.0,133000.0,28
76441,77.0,3.0,239000.0,28
76486,98.0,3.0,159000.0,28
77061,66.0,3.0,159873.0,28
79274,78.0,3.0,135000.0,28
80460,88.0,3.0,190000.0,28
81271,85.0,3.0,144000.0,28
81468,85.0,3.0,144000.0,28
82426,85.0,3.0,165000.0,28
82866,51.0,3.0,119500.0,28
82956,97.0,3.0,115000.0,28
84754,63.0,3.0,158000.0,28
85658,145.0,3.0,338250.0,28
85660,145.0,3.0,338250.0,28
85662,146.0,3.0,338250.0,28
85663,42.0,3.0,115000.0,28
85751,60.0,3.0,125000.0,28
86156,85.0,3.0,158000.0,28
86662,81.0,3.0,169000.0,28
87648,58.0,3.0,96000.0,28
87712,57.0,3.0,125000.0,28
87890,78.0,3.0,178000.0,28
88997,100.0,3.0,267000.0,28
90509,116.0,3.0,130000.0,28
90928,78.0,3.0,191300.0,28
90929,78.0,3.0,199400.0,28
91224,78.0,3.0,196999.0,28
92180,80.0,3.0,179000.0,28
92181,81.0,3.0,149000.0,28
92251,80.0,3.0,175000.0,28
92584,59.0,3.0,157000.0,28
95425,92.0,3.0,215000.0,28
95443,100.0,3.0,280000.0,28
95478,74.0,3.0,175000.0,28
95651,56.0,3.0,105000.0,28
98048,60.0,3.0,140000.0,28
98132,54.0,3.0,119500.0,28
98238,97.0,3.0,230000.0,28
100961,59.0,3.0,170000.0,28
101566,101.0,3.0,215000.0,28
101568,101.0,3.0,215000.0,28
101573,78.0,3.0,129500.0,28
101576,78.0,3.0,129500.0,28
101718,64.0,3.0,93000.0,28
102308,60.0,3.0,140000.0,28
103994,65.0,3.0,178200.0,28
104184,72.0,3.0,155000.0,28
120323,69.0,3.0,147000.0,28
120390,67.0,3.0,142000.0,28
120766,82.0,3.0,131000.0,28
121036,86.0,3.0,159000.0,28
121275,70.0,3.0,143000.0,28
121446,98.0,3.0,240000.0,28
121582,69.0,3.0,147000.0,28
122883,62.0,3.0,233000.0,28
123275,60.0,3.0,140000.0,28
125499,89.0,3.0,198500.0,28
125680,62.0,3.0,143000.0,28
128555,56.0,3.0,150000.0,28
128563,56.0,3.0,150000.0,28
128796,80.0,3.0,237000.0,28
129132,79.0,3.0,239900.0,28
130156,84.0,3.0,184000.0,28
130239,55.0,3.0,142999.0,28
132571,75.0,3.0,110000.0,28
132592,69.0,3.0,158000.0,28
133291,60.0,3.0,175000.0,28
133471,139.0,3.0,250000.0,28
133485,67.0,3.0,149000.0,28
134582,95.0,3.0,250000.0,28
134985,57.0,3.0,120000.0,28
135470,57.0,3.0,145000.0,28
